local_key,listingId,bedrooms,bathrooms,price,daysOnMarket,interestLevel
37260,7139645,0,1,2825,268,1
48681,7004411,2,1,2995,297,1
59234,7005715,1,1,1775,297,1
101730,6837089,2,1,3395,333,2
64542,7058944,0,1,2650,286,1
65202,7041406,4,3,8700,290,1
72823,6983077,1,1,2100,302,1
90391,6924675,2,2,5570,314,1
114048,6818257,1,1,2350,337,1
31931,7200812,0,1,2360,257,3
123686,6888039,0,1,2775,323,2
34361,7136960,1,1,2750,269,1
41254,7202623,2,1,3200,256,1
31408,7141422,2,1,3995,268,1
37781,7225912,4,2,7850,251,2
39196,7170962,1,1,2800,263,2
4359,7124759,3,2,5700,271,1
11534,7113226,3,2,6495,274,2
5708,7108117,3,1,3600,275,3
3887,7125912,1,1,2750,271,1
1427,7197379,1,1,3100,257,2
92772,6824493,2,1,3600,335,1
107399,6910260,3,1,5995,318,1
123745,6906345,1,1,3500,319,1
114506,6824985,4,1,5400,335,2
53669,6994328,2,1,3000,299,1
110457,6933631,2,1,3050,313,1
123678,6839032,2,1,4925,333,1
123374,6873022,2,1,3000,326,1
13908,7108107,0,1,2400,275,1
72812,6981220,2,2,7000,303,1
22851,7213543,0,1,3095,254,2
82066,6974636,2,1,1550,304,2
24207,7161878,2,1,4000,264,2
82308,7068640,0,1,2350,284,1
104041,6817257,2,1,2750,337,1
39907,7195170,0,1,2850,258,1
64598,6995001,1,1,4075,299,1
118664,6864982,1,1,2895,327,1
39712,7105831,3,1,2700,276,1
25852,7229794,0,1,1900,250,1
91138,6947682,1,1,2700,310,1
38606,7233223,1,1,1549,250,2
50409,7030865,1,1,4050,292,1
88407,6838189,2,1,3495,333,2
27791,7168025,2,1,3225,263,1
14127,7095821,0,1,1560,277,1
24926,7133040,0,1,1975,270,1
17435,7217353,2,1,2799,254,2
89757,6880181,2,1,3525,325,1
10994,7209371,0,1,2200,255,1
113045,6838666,0,1,2600,333,1
35639,7191777,1,1,3147,258,1
102519,6909928,2,1,1800,318,1
20524,7224096,1,1,2500,251,1
115414,6890226,0,0,1850,322,1
47270,7021699,0,1,1800,293,2
86700,6904408,2,2,4500,319,1
72718,7014740,3,1,4395,295,2
41150,7109187,2,2,6175,275,2
57496,6988713,3,1,2895,300,2
94075,6823520,2,2,6050,335,1
119093,6928841,1,1,2500,313,1
110080,6864684,2,1,2708,327,1
59033,7014996,2,1,2400,295,2
42614,7171405,2,1,5500,263,1
16952,7126371,3,1,4500,271,2
40846,7170938,3,2,4600,263,2
11177,7129078,2,2,6895,270,2
57903,7007034,2,1,7000,297,1
3717,7225032,1,1,5970,251,1
28972,7182803,3,2,4200,259,2
54368,7025336,0,1,2075,293,1
85101,6838985,1,1,3800,333,1
21301,7131472,3,1,5000,270,1
26061,7181396,2,1,2550,259,1
109858,6858320,1,1,2250,328,3
37375,7091882,4,2,8500,278,2
61328,7043526,2,1,4600,290,1
66637,6980839,0,1,2200,303,1
16799,7119497,2,1,5461,272,1
68610,6970258,3,2,4000,305,2
19785,7216627,2,1,3695,254,1
116764,6870027,2,2,4195,326,1
118727,6911378,2,1,3250,318,1
100270,6873855,1,1,2195,326,2
108418,6888610,0,1,4250,322,1
42327,7136657,1,1,3495,269,3
75786,6976543,0,1,1750,304,3
18140,7116111,2,1,2825,273,1
61923,6974341,1,1,5215,304,1
106607,6833334,2,1,2875,334,1
13632,7101523,0,1,1800,276,1
9049,7221543,3,1,3700,252,3
53486,7056360,2,3,15900,287,1
99843,6844357,2,1,3126,332,1
48506,7054821,1,1,3150,287,1
22031,7201122,2,1,4790,257,1
9934,7219722,0,1,2195,252,1
119804,6912637,1,1,1750,318,1
5155,7222312,2,2,5600,252,1
54068,7009302,1,1,4050,296,1
59376,7041595,1,1,1855,290,2
114945,6909045,0,1,2300,318,1
11051,7138726,0,1,2200,268,1
46806,7037538,0,1,2500,291,2
356,7214952,3,2,6000,254,1
48611,7007298,1,1,5695,297,1
115435,6909175,1,1,3300,318,1
52631,7020549,0,1,1789,293,1
40927,7182723,0,1,2995,259,3
107439,6813872,0,1,2075,338,1
86295,6888330,1,1,1475,322,1
100543,6910133,1,1,3250,318,1
17736,7125059,1,1,3275,271,1
8781,7094678,2,1,7700,277,1
44053,7025027,2,2,20000,293,1
81673,6987135,0,1,2775,301,1
72477,7074843,2,1,1775,283,1
39811,7112247,2,2,8700,274,1
81658,7060745,2,1,3100,286,1
70524,6985399,2,2,8429,301,1
68285,7083843,4,3,8650,280,1
21153,7157628,0,1,3365,265,1
28841,7094994,1,1,1700,277,1
80059,6988297,1,1,2950,300,2
80590,7017018,3,1,5254,295,1
116443,6817052,0,1,1800,338,2
9323,7092185,2,1,3495,278,1
50068,7024700,2,2,3600,293,1
91177,6886998,0,1,2680,323,1
51866,6960534,3,2,5630,307,1
86998,6934261,0,1,1825,312,3
105400,6846201,1,1,4500,331,1
42935,7099754,3,2,5600,277,2
112095,6868769,0,1,2850,327,2
66728,6960876,1,1,1800,307,1
118397,6833262,0,1,2100,334,3
113348,6941760,3,1,2250,311,1
111588,6922127,2,1,2700,315,1
123073,6917392,1,1,2750,316,1
117231,6881417,0,1,2450,324,1
7910,7088781,0,1,1550,278,2
96074,6897183,2,1,3650,321,2
2561,7189340,1,1,2800,258,1
103983,6910367,2,1,2295,318,2
118757,6935430,1,1,3375,312,1
47085,7016350,1,1,2095,295,2
80273,7017304,0,1,3295,295,1
26724,7129032,2,1,4500,270,1
39544,7098094,0,1,2075,277,2
40782,7158956,0,1,1900,265,3
54737,7073431,2,1,3200,283,1
4288,7126161,1,1,2350,271,2
19150,7096703,0,1,1675,277,2
23779,7105635,2,1,2700,276,1
51002,7024208,2,1,3200,293,2
81097,6991757,2,1,2400,300,2
52361,6961602,0,1,1500,306,1
98454,6898645,1,1,2425,320,1
53963,6971950,3,1,2900,305,1
98424,6881695,4,1,5595,324,3
82074,7005356,2,1,3085,297,2
32821,7088200,1,1,4950,278,1
23328,7227854,2,1,2300,251,2
49529,6976521,3,1,2700,304,2
67306,6984030,0,1,2700,302,1
33013,7142377,1,1,3060,268,1
64398,6953241,2,1,4300,308,1
38243,7140859,1,1,1800,268,1
57404,7052026,1,1,1940,288,1
71629,7065821,3,1,4999,285,2
57923,7001369,1,1,6105,298,1
122922,6871874,3,1,4295,326,2
59620,6952305,2,2,6195,308,1
59390,7007747,3,1,3600,297,1
97709,6940806,0,1,2050,311,1
11749,7091121,4,2,6100,278,3
28464,7194730,2,1,4195,258,1
41542,7147458,2,1,3095,267,1
43185,7210490,3,1,4500,255,3
17095,7213179,0,1,2650,254,1
102644,6935233,2,1,2250,312,2
74728,7037035,0,1,2400,291,2
117779,6893384,1,1,3200,321,2
75864,6962889,0,1,2990,306,1
1968,7178275,1,1,2978,262,2
19638,7187516,2,2,9495,258,1
81465,6953557,2,1,4000,308,1
72439,6976815,4,1,3699,303,1
13807,7128097,2,2,5600,270,1
62372,7071472,0,1,2300,284,2
25001,7225397,1,1,3550,251,1
50104,6989915,2,1,3200,300,1
10976,7099201,3,2,2695,277,1
71925,6997468,1,1,2800,299,1
102293,6903392,1,1,4300,319,1
29359,7186151,1,1,2996,259,2
60953,6984049,2,1,3450,302,1
117607,6851330,1,1,4295,330,1
67889,7047204,2,1,3600,289,1
20718,7138106,1,1,3200,269,1
82601,7023248,1,1,2450,293,1
2635,7093682,2,1,3460,278,1
94238,6841433,1,1,2700,332,1
11862,7155252,1,1,1900,266,2
85028,6864755,1,1,3900,327,1
11443,7148887,2,2,8770,267,1
92891,6852457,1,1,2100,330,2
59156,7027333,1,1,2100,292,1
118536,6865853,1,1,1345,327,2
58327,7005598,1,1,2600,297,1
14547,7212314,1,1,1750,255,2
91068,6826543,1,1,3495,335,1
115177,6934023,4,1,3695,313,1
47506,7011159,1,1,3300,296,1
38582,7092746,3,2,3700,278,2
1087,7211853,1,1,2700,255,1
57991,6995147,2,1,3375,299,1
45767,7050347,2,1,3995,289,1
102498,6939515,2,1,4200,311,1
49044,6965347,0,1,3030,306,1
96095,6827214,2,1,1800,335,2
109945,6853390,2,2,2150,330,1
17043,7108347,2,1,3000,275,2
89478,6820965,2,2,5795,336,1
102747,6834875,1,1,3950,334,1
3631,7218402,1,1,3290,253,1
50372,6977719,0,1,2450,303,1
117705,6827241,2,1,2499,335,2
81268,7025963,1,1,2649,293,3
34423,7219816,1,1,2600,252,1
17785,7175666,3,2,5999,262,1
77244,7037694,3,2,5400,291,2
32991,7099274,1,1,2695,277,2
18931,7098431,2,2,3750,277,1
88139,6899975,1,1,2595,320,1
40194,7206289,2,2,7495,255,1
86190,6893508,4,2,5000,321,1
113423,6813682,2,1,4000,338,3
45535,6974899,2,1,3500,304,1
56838,7029362,2,1,2400,292,1
46346,7073507,1,1,3100,283,1
84079,6926630,1,1,2095,314,2
17617,7203833,1,1,2325,256,1
58151,6975487,2,2,5170,304,1
78286,6980134,3,1,2895,303,2
68157,7034315,2,1,2995,291,1
89121,6887293,3,2,6295,323,1
55514,6969176,1,1,2395,305,1
87536,6931147,1,1,2650,313,1
115629,6823641,0,1,2085,335,1
106587,6947684,3,1,4275,310,2
119917,6816033,1,1,4796,338,1
54423,6995743,2,1,1750,299,1
86081,6850920,3,1,3575,330,1
40427,7122316,2,1,3175,271,2
89381,6891964,2,1,4215,321,1
76067,7061456,2,1,2100,286,3
49287,6995263,2,1,3200,299,1
38184,7110700,1,1,3295,275,1
32173,7223969,1,1,2100,251,2
36346,7098056,1,1,2195,277,2
37628,7171569,4,4,16800,263,1
17830,7225879,2,1,2500,251,1
95115,6902617,3,3,15995,320,1
58176,7030049,1,1,3200,292,1
113214,6867800,2,2,4975,327,1
98891,6887473,1,1,2995,323,1
70456,7081922,0,1,2650,281,1
99174,6902402,3,3,6090,320,1
31738,7136671,1,1,1875,269,3
88432,6898108,1,1,5250,320,1
27587,7171671,3,1,4400,263,2
91747,6866276,0,1,2550,327,1
692,7223233,2,1,2729,251,2
5655,7106290,0,1,1595,275,2
45467,7020368,0,1,2200,294,2
84706,6928230,2,1,3200,314,2
53465,6957526,1,1,3300,307,1
86626,6878031,2,1,1850,325,2
7486,7192471,2,1,3500,258,2
37657,7231361,1,1,2375,250,1
117987,6863506,1,1,2500,327,1
31859,7132286,2,1,3700,270,1
111354,6855154,0,1,2650,329,1
33219,7171618,2,1,3200,263,1
123713,6934104,0,1,2200,313,2
112858,6861485,0,1,2470,328,1
83022,6872420,2,2,4795,326,2
90438,6924548,0,1,3426,314,1
92148,6942095,1,1,3495,311,1
46795,7005657,0,1,2250,297,1
79146,7047626,3,1,4065,289,2
113376,6875576,2,1,3600,325,1
73763,7083429,2,1,3500,280,1
9155,7142778,0,1,2800,268,1
90830,6901064,3,1,4400,320,1
67073,7007723,1,1,2495,297,2
56056,7063381,1,1,2400,285,1
27413,7094577,2,1,3875,278,2
73600,7057318,1,1,4300,286,1
2467,7171859,3,2,7675,263,1
67448,6995846,2,1,3250,299,2
14452,7226383,3,2,5250,251,2
120359,6902333,2,2,4400,320,1
107864,6858451,0,1,2400,328,1
89055,6892294,2,2,8500,321,1
9154,7231747,2,1,3050,250,2
77084,7008733,1,1,3000,297,1
99679,6897489,1,1,2150,320,1
44022,7064578,2,1,2810,285,1
38519,7114142,2,2,6195,274,2
11537,7195345,2,2,4999,258,1
98775,6913456,1,1,2850,318,2
63259,6960542,0,1,2900,307,1
76110,7030230,3,2,4000,292,1
109256,6838505,1,1,2450,333,3
43525,6961346,1,1,2750,306,2
55079,7014424,1,1,2000,296,2
44715,7014203,4,2,4900,296,3
41166,7198882,1,1,2899,257,1
119791,6856476,2,1,3258,329,2
43318,6983050,2,1,3450,302,1
104775,6889152,1,1,4295,322,1
106172,6816000,4,2,3700,338,1
29176,7106869,1,1,3990,275,1
106703,6829906,1,1,1850,334,1
72859,7032325,0,1,2000,292,3
82594,7067610,2,2,6050,284,1
50034,7047778,2,2,3400,289,1
120994,6838437,0,1,1575,333,2
45441,7084119,2,1,2990,280,1
44840,6969394,1,1,3695,305,1
87784,6883197,0,1,2520,324,2
57565,7038404,1,1,3461,291,1
41669,7105629,3,1,3650,276,1
24918,7092491,2,2,2150,278,1
54398,6972075,0,1,1500,304,1
68030,7033192,2,2,5250,292,2
72265,7017105,3,1,5895,295,1
22081,7199583,2,2,6500,257,1
60494,7062985,0,1,2300,285,3
79057,7013922,2,1,3500,296,1
742,7224031,1,1,3200,251,2
38600,7194185,3,2,6250,258,1
7460,7110880,3,2,4650,275,3
53931,6980775,0,1,2949,303,1
108710,6929154,3,1,5495,313,1
45794,7062842,1,1,3950,285,1
119644,6939922,1,1,4665,311,1
9683,7120534,2,1,2495,272,2
84439,6848682,1,1,3000,331,1
35762,7142640,0,1,2632,268,1
75353,7065508,3,1,4100,285,2
26182,7194433,0,1,3340,258,2
53099,6981017,2,1,2995,303,1
25608,7209820,3,1,3975,255,3
117213,6942391,2,1,3000,311,1
123487,6909151,1,1,3300,318,1
48863,7030503,1,1,2900,292,1
96246,6837720,1,1,2800,333,1
20444,7180113,0,1,3095,261,1
27996,7129688,3,3,5650,270,2
59574,7029588,0,1,2275,292,1
18083,7190979,2,2,5570,258,1
31145,7128380,1,1,3295,270,1
94043,6854923,0,1,2625,329,1
99222,6843004,1,1,2500,332,1
33071,7128700,2,2,5595,270,1
46991,7023385,1,1,3100,293,2
81651,6958665,1,1,3100,307,2
82274,6960683,4,2,6695,307,2
81615,6987122,3,1,3900,301,1
58927,7032712,3,2,5800,292,1
31551,7219862,1,1,1875,252,1
77530,6963723,2,1,2495,306,1
111475,6905568,2,2,5110,319,1
19616,7105147,1,1,3500,276,1
79463,6957005,2,1,5990,307,1
28020,7220427,0,1,2000,252,1
118189,6942868,2,1,2900,311,2
46566,7015591,0,1,2500,295,2
19972,7175651,2,1,5405,262,1
1578,7106684,1,1,4600,275,1
27104,7189134,1,1,2350,258,1
101214,6886182,0,1,2600,323,1
9545,7174817,1,1,2100,262,1
61122,7031118,1,1,3400,292,1
57388,6983354,1,1,3250,302,2
2845,7185895,1,1,3100,259,1
98108,6812630,2,1,1950,338,1
41612,7176913,3,2,4495,262,1
119708,6867569,1,1,2800,327,1
4397,7141061,0,1,2400,268,1
82262,7035666,1,1,3300,291,2
32406,7150239,2,1,3600,267,1
42831,7174863,1,1,3450,262,1
10912,7139672,1,1,2650,268,1
49815,6956243,4,2,6000,307,2
112650,6917326,3,1,2800,316,1
119933,6946946,1,1,3450,310,1
36150,7219411,4,1,3100,253,1
100386,6935754,1,1,2675,312,2
101714,6867396,2,1,2350,327,2
75497,7075233,2,2,3550,283,1
3430,7154201,1,1,2695,266,2
76489,6962524,0,1,2350,306,1
102158,6935758,3,2,10000,312,1
94225,6931107,2,1,2895,313,1
121266,6834082,0,1,2562,334,2
81392,6969301,1,1,2149,305,1
24581,7115195,2,2,8000,273,1
79668,6971441,3,2,4500,305,2
76052,7021002,0,1,1890,293,2
95473,6938554,1,1,2400,312,2
74253,7038184,2,2,4195,291,1
82076,7077359,1,1,1500,282,1
96919,6927720,2,1,3784,314,2
107204,6860493,4,2,6600,328,1
76806,7009890,2,1,2600,296,1
51928,7053549,0,1,2495,288,1
34009,7102354,2,1,3200,276,3
103947,6855135,0,1,2800,329,1
108808,6888526,1,1,1725,322,1
28066,7226625,1,1,2575,251,2
86329,6815640,3,2,4350,338,1
2614,7165098,0,1,3450,264,2
26014,7197598,2,1,3000,257,1
109049,6867270,1,1,2475,327,1
83930,6916301,1,1,3800,317,1
96592,6848537,4,4,11500,331,1
43750,7069625,3,1,4450,284,2
22843,7160792,2,1,2650,265,1
23489,7120523,2,1,2895,272,1
56712,7018199,4,1,7195,294,2
17385,7104364,2,1,3300,276,1
11930,7196066,1,1,2550,258,1
5466,7088984,2,2,3828,278,1
84091,6923006,3,2,4362,315,2
117890,6812520,2,1,2550,338,2
87382,6936225,3,1,5000,312,1
31732,7163641,3,2,5700,264,1
53786,7061225,2,1,2980,286,2
1025,7119893,1,1,2475,272,1
18427,7162267,0,1,4195,264,1
98546,6946439,0,1,3000,310,1
91235,6873363,4,2,5000,326,3
57956,7002368,2,1,3150,298,1
83219,6823908,3,1,4150,335,1
69926,6956736,2,1,3400,307,2
32297,7217966,3,2,6550,253,1
52772,6958105,0,1,1725,307,1
89132,6907173,1,1,2850,319,1
88332,6900886,3,2,4470,320,1
58738,6952595,2,1,3200,308,1
19662,7174141,3,2,4350,263,1
51698,7038818,0,1,2490,291,1
64813,7049825,2,1,3200,289,1
41069,7207726,1,1,1700,255,3
78316,7025575,2,1,3000,293,3
4783,7199761,1,1,2650,257,1
82931,6882213,0,0,2625,324,1
89637,6906737,0,1,1300,319,2
53338,7045061,1,1,2050,290,1
105490,6932721,2,1,3000,313,1
70138,7066600,0,1,3155,285,1
115155,6852613,1,1,2500,330,2
29129,7169997,4,2,6295,263,2
28559,7221474,2,1,4500,252,1
54593,7042016,1,1,2750,290,1
32848,7195567,4,2,7400,258,1
19440,7219174,0,1,1450,253,2
47078,6968877,3,1,2750,305,2
91148,6815494,0,1,2977,338,2
96178,6885381,2,1,3450,323,1
12294,7141139,1,1,2725,268,3
120175,6817620,1,1,2425,337,1
54373,6967688,2,1,2800,305,2
41390,7186889,0,1,2400,258,1
66286,7069641,2,1,3295,284,2
44521,7020652,2,1,2350,293,1
11818,7188925,2,1,3495,258,1
76144,6980865,2,1,2695,303,2
42486,7163034,2,1,4295,264,1
23406,7176977,2,2,8400,262,1
115639,6944641,2,1,2500,310,1
112505,6861022,0,1,3375,328,1
86210,6884893,1,1,2350,323,1
51733,7023350,1,1,2100,293,1
22329,7161165,0,1,1975,264,1
119779,6844298,1,1,2450,332,1
120339,6873625,2,1,6950,326,1
33915,7466026,2,1,1795,266,1
113712,6943530,0,1,2500,311,2
29183,7163035,0,1,2600,264,2
67406,7002276,1,1,3410,298,1
48472,7002245,1,1,2650,298,1
46887,6965192,1,1,2700,306,1
86512,6828077,1,1,4050,334,1
111528,6910701,0,1,2500,318,1
55025,7003060,1,1,2900,298,1
14240,7118042,1,1,3505,272,1
38921,7188014,1,1,4126,258,1
96269,6881457,2,1,2050,324,2
85549,6893255,1,1,3050,321,1
100620,6839190,1,1,3500,333,1
113460,6812113,1,1,3125,338,1
111503,6894626,1,1,3995,321,1
114130,6860643,2,2,5600,328,1
30263,7134962,2,1,2600,269,1
23241,7190099,0,1,2090,258,1
107940,6842839,0,1,2700,332,1
30224,7099861,0,1,2400,277,1
74901,7060048,2,1,2995,286,1
22153,7202737,1,1,1600,256,1
76992,6990691,1,1,3060,300,2
46148,6988581,1,1,2050,300,2
54750,7031788,3,2,5225,292,2
51323,6995459,2,1,4850,299,1
60523,7043046,2,1,5800,290,1
116113,6912801,2,1,4800,318,2
119777,6831260,1,1,2800,334,1
60813,7005443,3,2,5000,297,1
23949,7191430,3,1,3850,258,2
71128,7058561,2,1,3285,286,1
112894,6896072,2,2,7000,321,1
72847,6962993,2,1,3200,306,2
81133,7058066,3,2,5650,286,1
69437,7016050,3,2,5100,295,1
31420,7149520,2,1,2350,267,2
99880,6841188,0,1,2250,332,1
97727,6930972,3,3,14995,313,1
119521,6911489,1,1,2200,318,1
78881,7018258,2,2,8800,294,1
102975,6928092,2,1,3400,314,2
81117,6991862,0,1,1999,300,1
68226,7006670,1,1,1350,297,3
15614,7126793,2,1,3195,271,2
71928,7038683,1,1,2650,291,1
17991,7209130,2,1,3200,255,3
76810,7045174,1,1,2690,290,1
65980,6982372,1,1,3450,302,2
25057,7167257,2,2,4823,263,1
27997,7167279,2,2,5475,263,1
73084,7041165,2,1,2200,290,1
55194,7052676,0,1,3525,288,1
59504,7054948,3,3,5495,287,1
25722,7104349,3,2,5150,276,1
72321,7078384,2,1,2650,282,3
53386,7011271,2,1,2300,296,1
73897,7048155,3,2,5200,289,1
8265,7170214,2,1,3450,263,1
30332,7220001,0,1,1650,252,1
92805,6916506,0,1,1850,317,2
49998,6959094,1,1,3650,307,1
52123,6985362,3,1,4295,301,3
66215,6958913,4,1,3350,307,1
22635,7390010,0,1,2400,277,1
76227,6970935,0,1,2950,305,2
31844,7111036,3,1,2567,275,1
29188,7154537,3,1,3795,266,3
24705,7155778,3,2,2850,266,2
78183,7055692,1,1,3650,287,1
106921,6862100,1,1,3400,328,1
36397,7200623,2,1,3400,257,2
105767,6863313,0,1,2300,327,1
107435,6933597,2,1,1850,313,2
100644,6898951,1,0,4475,320,1
69485,6958842,3,3,10000,307,1
19100,7093745,3,1,4400,278,2
81081,6978418,1,1,1760,303,1
15055,7216680,1,1,1900,254,3
61207,7045373,2,2,2348,289,2
114557,6900897,1,1,3550,320,1
117521,6918232,3,1,3450,316,1
22949,7208071,1,1,3195,255,1
81235,6997117,2,1,3495,299,1
120543,6863383,1,1,2500,327,1
108307,7132916,2,1,2500,318,1
2493,7145938,3,1,2750,267,1
29942,7208081,1,1,3650,255,1
12149,7097703,1,1,2700,277,1
25432,7148595,1,1,3625,267,1
106461,6901895,2,2,3995,320,2
46642,7007440,2,1,1875,297,3
93302,6934979,1,1,2750,312,1
84291,6945463,3,1,4700,310,2
64678,7064120,2,1,3295,285,1
84830,6858436,0,1,2395,328,1
57888,6955809,3,2,8000,307,1
50423,7002350,2,1,3000,298,2
83826,6869377,1,1,2300,326,1
2318,7213251,0,1,2445,254,1
98631,6883035,1,1,2750,324,2
112269,6880055,1,1,1850,325,2
44744,7061721,0,1,2795,286,1
66257,7018561,2,1,3050,294,1
60938,7056359,0,1,2200,287,1
19342,7113190,1,1,2250,274,1
707,7099751,1,1,2300,277,2
18242,7094741,0,1,2500,277,2
111952,6851398,1,1,1500,330,3
118741,6907707,0,1,2795,319,1
61171,6969526,1,1,2900,305,1
6574,7095030,2,2,7900,277,1
112416,6896918,1,1,1650,321,3
34055,7227848,2,1,2500,251,3
8757,7228855,0,1,1825,250,1
107968,6867130,4,2,5895,327,3
68537,7014466,3,2,5985,296,1
98356,6870607,4,3,4999,326,1
56636,7041180,1,1,4480,290,1
108646,6868511,2,2,8500,327,1
96434,6843197,2,1,2100,332,1
21626,7147804,2,1,2700,267,1
32954,7232791,3,1,4340,250,2
87135,6825858,2,2,7000,335,1
6675,7092075,3,2,4850,278,2
114818,6847430,1,1,3700,331,1
54772,6995045,2,1,3250,299,1
81576,7073406,0,1,1662,283,1
111701,6888943,0,1,2450,322,1
92200,6861648,1,1,2595,328,1
7742,7104308,4,2,6000,276,2
108900,6816217,0,1,3018,338,1
88276,6869773,1,1,4795,326,1
89420,6931091,2,1,2750,313,1
43943,7020358,0,1,1565,294,3
71900,7008986,1,1,5625,296,1
15901,7158938,1,1,2600,265,1
77016,6966502,4,2,6850,305,1
14416,7172440,1,1,3200,263,2
65364,6958731,0,1,2300,307,2
36106,7160399,2,1,3600,265,1
104548,6841371,4,1,3675,332,1
35820,7187428,1,1,5935,258,1
95054,6901680,3,1,3600,320,2
21603,7171087,2,1,2600,263,1
68062,6953320,0,1,2625,308,1
42818,7130257,1,1,2995,270,1
24799,7191316,0,1,1550,258,1
107009,6870109,1,1,6995,326,1
121261,6908163,2,1,2590,319,2
38996,7169762,1,1,3145,263,1
34464,7115719,3,2,12600,273,1
42299,7106359,1,2,7995,275,1
89619,6891499,1,1,2395,321,1
18589,7105086,0,1,2500,276,1
30489,7201168,2,1,3395,257,1
52616,7044455,2,1,2850,290,3
68339,7002840,1,1,6500,298,1
43412,6960514,2,1,3100,307,1
33666,7110657,4,2,9500,275,1
22319,7097486,0,1,2500,277,1
19349,7112470,0,1,2100,274,3
78388,6995455,1,1,3200,299,1
17152,7192283,0,1,2300,258,2
112214,6906810,0,1,1875,319,1
43878,7026692,1,1,2850,293,1
19712,7139359,1,1,3495,268,1
83008,6913521,1,1,3700,318,1
117342,6893676,2,1,2100,321,3
81729,7007624,3,2,4500,297,2
23351,7124923,2,1,1800,271,2
11777,7224471,2,1,2995,251,1
93435,6885583,0,1,2100,323,1
14493,7144441,1,1,2150,267,1
122881,6918677,0,1,1900,316,3
74648,7061681,2,1,3995,286,1
115416,6858604,2,1,2500,328,1
112307,6817500,2,2,3200,337,1
97206,6934838,2,1,1850,312,1
107956,6814907,1,1,1950,338,3
36352,7199391,1,1,2550,257,1
96120,6842452,1,1,2300,332,1
18859,7157251,0,1,1975,265,1
25987,7168483,1,1,1900,263,1
28507,7157127,3,1,3400,265,1
112097,6871116,0,1,3100,326,1
103539,6820514,1,1,2795,336,1
16344,7188801,2,1,3900,258,1
79131,7053983,3,2,7250,287,1
58577,7041255,3,3,12325,290,1
17781,7154182,0,1,2995,266,1
24014,7213523,1,1,2400,254,1
24678,7219848,1,1,2825,252,1
27096,7098813,0,1,2700,277,2
61906,7054692,3,1,2933,287,2
105948,6851628,2,2,6930,330,1
122807,6829815,2,1,2600,334,1
100925,6884221,2,1,2500,324,2
87208,6836970,2,2,5295,333,1
110223,6825027,1,1,3595,335,1
122489,6888767,1,1,2700,322,2
21269,7197994,1,1,4250,257,1
69414,7013570,2,2,11950,296,1
106676,6831049,4,3,7895,334,1
119199,6854535,2,1,2695,329,1
8347,7135744,3,2,4500,269,3
43593,7064950,2,1,2595,285,2
73013,7037536,4,2,2700,291,3
83564,6946217,3,1,3665,310,3
121731,6937047,3,2,5995,312,1
87123,6872266,1,1,1550,326,1
32070,7098800,3,1,5100,277,3
15413,7156481,1,1,3420,265,1
90781,6840429,2,1,6500,333,1
26230,7139757,1,1,2200,268,2
74093,7066943,1,1,3625,285,2
111646,6812437,1,1,2595,338,1
107155,6864610,1,1,2000,327,2
60123,6967069,2,2,5195,305,1
6930,7112091,1,1,3400,274,1
79054,7069268,4,2,5000,284,1
76848,6956638,1,1,2500,307,2
18606,7211267,2,1,3500,255,1
34164,7157614,1,1,3401,265,2
65964,7058505,1,1,2550,286,1
61887,7074084,1,1,3200,283,1
51067,7010900,1,1,3395,296,1
7029,7135185,1,1,5095,269,1
48973,6960321,3,2,5900,307,2
40865,7162851,0,1,3100,264,1
116481,6885491,3,2,6350,323,1
25949,7161147,3,1,3758,264,1
51870,6964751,1,1,4850,306,1
31065,7223683,1,1,2800,251,1
121099,6918564,4,2,5000,316,2
114123,6877544,2,1,2575,325,1
102142,6868101,2,1,2795,327,1
47347,7068349,0,1,2825,284,1
110046,6878183,2,1,2900,325,1
657,7106402,2,1,4050,275,1
101140,6918988,3,2,5070,316,2
114602,6928135,1,1,2895,314,3
28106,7177094,2,1,2195,262,2
19978,7225768,1,1,2900,251,1
103643,6846038,1,1,2495,331,1
116978,6889640,1,1,2395,322,2
101761,6829776,3,2,4900,334,1
75539,7072678,3,1,2600,284,1
46881,6988663,1,1,2950,300,1
87953,6932241,0,1,3670,313,2
18351,7092639,5,2,6050,278,1
78277,7010731,0,1,2550,296,1
73859,7062670,0,1,1813,285,1
56856,7056288,1,1,2730,287,2
7155,7186761,2,1,4750,258,1
49903,7052983,1,1,3495,288,1
110458,6904364,4,2,3895,319,1
51346,7077836,0,1,3000,282,1
24164,7095854,2,1,3600,277,1
117378,6882323,3,2,2350,324,3
42758,7234187,1,1,3100,250,1
101277,6832956,4,2,5800,334,3
13207,7088516,1,1,3395,278,1
123220,6914581,2,2,4195,317,1
107547,6861634,3,1,2000,328,3
77141,7243886,1,1,2500,287,1
22407,7119061,0,1,2725,272,1
2813,7155985,0,1,1900,266,3
34053,7220080,3,1,5395,252,1
43886,6978649,1,1,4395,303,1
69697,7030931,3,1,4500,292,1
72007,7028575,1,1,2750,292,1
53827,7039312,3,1,4600,291,1
17904,7109107,1,1,2690,275,1
35624,7155191,0,1,1600,266,2
115545,6828207,1,1,2000,334,1
1815,7180433,2,1,2625,261,2
3910,7166890,2,1,5179,263,1
7090,7232384,1,1,2900,250,2
121125,6887977,1,1,2150,323,1
45620,6969227,1,1,2895,305,1
75279,6962136,2,1,3000,306,1
